,id_cliente,valor_divida_mil,nome_completo,data_nascimento,idade,estado_civil,profissao,renda_mensal,razao_social,capital_social,faturamento_anual_mil,numero_funcionarios,ramo_atuacao_cliente,socios,tempo_inadimplencia_dias,email,telefone,endereco,possui_outras_dividas,possui_protestos,documento,tipo_pessoa,score_ranking_bruto,score_recuperacao
549,2076,5520.38,Sr. Lucas Gabriel Pastor,1989-12-16,35.0,CASADO,Designer de produto ou desenhista industrial,4452.11,,,,,,,1791,vda-cunha@example.com,+55 (041) 3834 7928,"Estrada de Abreu, 40, Sales - SC",SIM,NAO,035.278.496-29,pf,-15.488179781162266,0.019168087349522057
550,2077,913.82,Beatriz Garcia,1948-01-05,77.0,SOLTEIRO,Profissional de tecnologia de laticínios,1319.52,,,,,,,1838,camarajoao-guilherme@example.net,+55 51 9829 6081,"Ladeira de Cirino, 12, Moura das Pedras - RR",NAO,SIM,726.894.135-82,pf,-2.8367045214867836,0.30889895561576564
551,1000,234.59,,,,,,,Ramos,4809538.02,117.73632,152.0,SERVICOS,"Francisco Garcia, Isadora Albuquerque, Natália Cardoso",1763,luiza66@example.org,+55 (021) 6962-6156,"Estação Luiza Aparecida, da Cruz - AP",SIM,SIM,75.432.019/0001-06,pj,-5.255768650284433,0.2699780622433725
552,1001,1911.98,,,,,,,Moura Fernandes - ME,2671870.48,21.9672,75.0,VAREJO,"Theo Andrade, Yago da Costa, Aurora Abreu, Enrico Porto",1793,fernandacassiano@example.net,0300-581-7867,"Esplanada de Garcia, 13, Vargas - ES",SIM,SIM,94.176.285/0001-60,pj,-9.991780966349204,0.1313615873667616
553,1002,138.94,,,,,,,Silveira Garcia - ME,2127572.29,272.54453,420.0,VAREJO,Ana Clara Camargo,405,mariahda-rocha@example.com,21 2648 0656,"Largo Rios, 273, Dias da Mata - MT",NAO,NAO,81.702.456/0001-03,pj,8.225829622258015,0.8250321614397409
554,1006,632.77,,,,,,,Moraes,4376816.87,5.26683,184.0,INDUSTRIA,"Sra. Agatha Cavalcante, Benício Ribeiro, Josué Vieira",716,ana-laura09@example.org,+55 61 5915 5442,"Travessa de Alves, 73, Castro - AL",SIM,NAO,20.637.158/0001-84,pj,2.5070025194226497,0.6156224940227963
555,1007,16.34,,,,,,,Dias,2413642.8,38.37288,222.0,VAREJO,"Alexandre Alves, Maria Cecília da Costa",1139,joanapires@example.net,31 3652 0349,"Largo de Rodrigues, 997, Farias - MA",SIM,NAO,57.943.062/0001-54,pj,3.3033467091301265,0.6505305361876599
556,1011,226.55,,,,,,,Garcia Silva - ME,686383.02,50.0604,292.0,INDUSTRIA,"Ana Clara Brito, Oliver Vieira",1909,dsampaio@example.net,81 3633 6453,"Feira de Pinto, 23, Carvalho Verde - PA",NAO,SIM,28.957.461/0001-76,pj,-5.817463449401112,0.24959164461670558
557,1012,12.26,,,,,,,Silveira,1700896.96,272.08549,67.0,VAREJO,Olivia Pinto,1673,zcardoso@example.org,(051) 8013-9709,"Travessa Mendonça, 9, Borges - AP",NAO,NAO,36.742.519/0001-92,pj,2.5150288108493193,0.6159810460133295
558,1013,1323.36,,,,,,,Dias - EI,227536.85,71.25405,163.0,AGRONEGOCIO,"Ryan Borges, Olivia Barbosa, Marcos Vinicius Mendonça, Valentim Jesus",1049,yasminborges@example.org,+55 (011) 5464 2970,"Favela da Rocha, 48, Azevedo de Moraes - DF",NAO,NAO,10.967.452/0001-09,pj,0.2373831781818252,0.5106149583682977
559,1016,43.69,,,,,,,Albuquerque Carvalho S/A,2076829.37,200.44616,471.0,SERVICOS,"Heloísa Sousa, Larissa Pimenta, Luiz Henrique Souza, Letícia Rios",1649,limamanuela@example.org,51 4154 8304,"Passarela de Gonçalves, 49, Vasconcelos - CE",NAO,SIM,75.412.089/0001-00,pj,-1.675604495921768,0.42098327522363227
560,1019,49.5,,,,,,,Caldeira,4555627.3,91.5017,66.0,SERVICOS,"Ayla Lima, Ana Sophia da Paz",134,uguerra@example.org,+55 81 8795-9854,"Rua de Cavalcante, 31, Nascimento - SP",NAO,SIM,56.781.042/0001-61,pj,-1.424726401462273,0.43257122911827806
561,1020,194.92,,,,,,,Ramos S.A.,3821332.13,15.52892,412.0,SERVICOS,Alexandre Novais,1504,iangomes@example.org,0500-744-3274,"Ladeira Moura, 172, Silveira - AL",SIM,NAO,59.016.834/0001-38,pj,3.627870481873466,0.6643293661362024
562,1022,67.18,,,,,,,Andrade,1669908.44,398.21927,127.0,VAREJO,Ryan Garcia,932,siqueirakaique@example.com,+55 (084) 7803 5429,"Condomínio de Lopes, 31, Monteiro - ES",SIM,NAO,53.024.187/0001-20,pj,5.764444712637182,0.7476407729357843
563,1024,3319.11,,,,,,,Porto Novaes - EI,409236.15,40.67343,89.0,AGRONEGOCIO,"Sr. Renan Garcia, Sarah Alves",949,correiasophia@example.com,(061) 5404-8768,"Ladeira Otto Fogaça, 1, Pereira de da Paz - SE",SIM,SIM,60.798.513/0001-11,pj,-10.809509245107892,0.11472359946997608
564,1026,595.42,,,,,,,Mendes,4338987.35,166.17175,436.0,SERVICOS,"Eloah Castro, Theodoro Nogueira, Rebeca Novais",380,mendesanna-liz@example.org,+55 (061) 1206-6886,"Rodovia Peixoto, 27, Moreira - SP",SIM,NAO,93.657.820/0001-31,pj,7.201607899349607,0.7953416528326386
565,1027,459.75,,,,,,,Alves Aragão e Filhos,1692825.03,260.1931,97.0,SERVICOS,"Anna Liz Pastor, Emanuelly Novaes, João Lucas Castro, Amanda Albuquerque",973,davi-lucca35@example.com,+55 41 7025 3456,"Passarela Valentim das Neves, 54, da Cunha - RN",NAO,NAO,78.643.512/0001-63,pj,4.107233892557684,0.6842039749246246
566,1028,38.91,,,,,,,Gonçalves S.A.,1013703.38,38.52413,349.0,AGRONEGOCIO,"Sra. Raquel Câmara, Henrique Souza",1980,ramoscecilia@example.net,0500-952-0405,"Largo de Cassiano, 7, Machado do Galho - SP",SIM,SIM,76.520.318/0001-65,pj,-5.844446243749866,0.24863862701565392
567,1030,98.19,,,,,,,Oliveira - EI,3048028.75,126.97358,476.0,SERVICOS,"João Felipe da Costa, Breno Freitas, Manuella Mendonça, Luiz Otávio Vieira",304,nunesmelissa@example.com,(081) 5790-3214,"Área de Fernandes, 41, da Cruz do Amparo - TO",SIM,NAO,40.528.367/0001-05,pj,8.284184849948158,0.8266170285654648
568,1031,1201.03,,,,,,,Porto,1982469.91,154.6379,141.0,SERVICOS,"Eloah Barros, Maria Fernanda Cassiano, Srta. Julia Oliveira",1103,limagabrielly@example.com,+55 (081) 5332-7270,"Loteamento da Mota, 469, Ramos de Monteiro - AM",SIM,SIM,57.482.190/0001-48,pj,-5.024636175625638,0.278665233816815
569,1033,2062.0,,,,,,,Aparecida,738855.15,45.55459,227.0,AGRONEGOCIO,"Zoe da Paz, Alexandre Costa, Benicio Vasconcelos, Letícia Aragão",1842,theo96@example.com,81 9773-2778,"Residencial Novaes, Peixoto - PA",NAO,NAO,07.396.824/0001-71,pj,-2.9066183548857705,0.3655919541668098
570,1034,197.95,,,,,,,Silveira - ME,2704648.55,25.54952,210.0,AGRONEGOCIO,"Miguel Ribeiro, Mateus da Costa, Bernardo Sá, Isabela Correia",823,cpinto@example.org,+55 (081) 4945-5258,"Parque Gomes, 350, da Cruz - MA",SIM,SIM,47.015.362/0001-10,pj,-4.163730387036521,0.31248255454319046
571,1035,46.18,,,,,,,Montenegro,2662128.52,16.22144,52.0,TECNOLOGIA,"Dra. Marina Pires, Cecilia Sales, Lucas Gabriel Siqueira, Thiago Mendonça",392,bryansa@example.net,+55 (011) 6238-4423,"Aeroporto de Leão, 28, Araújo - PR",SIM,SIM,04.893.712/0001-38,pj,-3.9687619073723175,0.3204455021558992
572,1037,71.2,,,,,,,Sampaio S/A,491528.29,15.7807,444.0,INDUSTRIA,Mariah Ribeiro,1679,jmoraes@example.net,(084) 0297-3006,"Residencial Cavalcanti, Nascimento dos Dourados - MS",SIM,NAO,84.195.037/0001-02,pj,2.917715998069667,0.6338010742767577
573,1040,1226.32,,,,,,,Lopes e Filhos,470072.17,451.3873,132.0,TECNOLOGIA,"Samuel Correia, Maitê Rodrigues, Vicente Nascimento, Ana Clara Aparecida",604,vfernandes@example.net,+55 51 5999 6095,"Alameda Amanda Andrade, 16, Viana das Flores - SE",NAO,SIM,08.514.263/0001-20,pj,-2.7899206124952762,0.37071748923550646
574,1042,166.0,,,,,,,Melo Brito S.A.,742280.01,98.78647,410.0,AGRONEGOCIO,"Dr. Isaac da Paz, Caio Câmara",1434,haparecida@example.com,+55 81 4682 7532,"Praça Guerra, 56, Pinto de Jesus - DF",SIM,NAO,63.570.192/0001-91,pj,3.273523879575681,0.6492492862780226
575,1046,36.41,,,,,,,Abreu,3496417.44,89.21921,135.0,VAREJO,"João Guilherme Fonseca, Stella Carvalho, Enzo Rocha",1027,ana-carolina09@example.net,+55 (031) 5603-3468,"Rua Andrade, Gonçalves de Sampaio - TO",NAO,SIM,07.629.345/0001-58,pj,-3.6871371976991565,0.3321338571295944
576,1051,252.6,,,,,,,Freitas,469440.55,25.57202,472.0,VAREJO,"Maria Fernanda Lima, Dr. Juan das Neves",334,kaiqueda-rocha@example.org,+55 (041) 3358 2793,"Trevo Larissa Vasconcelos, 365, da Luz de Guerra - AL",NAO,NAO,15.026.734/0001-17,pj,6.7423735543740735,0.780865729228188
577,1057,34.35,,,,,,,Porto e Filhos,2242821.73,44.02678,178.0,VAREJO,"Emanuel da Luz, André Barros, Pedro Miguel Cunha, Benicio Garcia",150,xmoreira@example.org,+55 61 7257 1851,"Sítio de Fonseca, 95, Barros - PA",SIM,NAO,48.617.329/0001-22,pj,5.618840166770329,0.7424184055778738
578,1058,1657.97,,,,,,,Ribeiro - EI,3020337.85,130.44152,238.0,VAREJO,Luiz Fernando Vargas,1012,yrodrigues@example.com,84 5371 0991,"Chácara de Pires, 77, Azevedo de Goiás - AC",SIM,NAO,45.163.789/0001-30,pj,1.529406975523021,0.571120000646141
579,1060,54.31,,,,,,,Melo Nunes Ltda.,1378762.7,154.01641,110.0,INDUSTRIA,"Dante Cardoso, Rafaela Silveira",918,ocardoso@example.net,(084) 8254 8775,"Recanto de Melo, 83, Andrade - AL",SIM,NAO,68.714.302/0001-65,pj,3.573481864802474,0.6620354609541876
580,1061,319.5,,,,,,,Lopes,1573831.68,81.97258000000001,17.0,AGRONEGOCIO,Allana Lima,449,sousaluan@example.net,+55 81 8840 7395,"Ladeira Correia, 371, da Mota - PR",NAO,SIM,74.351.206/0001-00,pj,-4.3680818762112175,0.30425361644995436
581,1062,220.42,,,,,,,Rocha,3214130.5,32.61058,243.0,VAREJO,Manuela Rezende,1443,rmoraes@example.org,(084) 3422-5471,"Lago de Mendes, 70, Vargas de da Cunha - RO",SIM,SIM,31.748.650/0001-43,pj,-4.756532255527022,0.2889540051250542
582,1064,132.22,,,,,,,Porto,4792045.4,113.17637,139.0,VAREJO,"Noah Machado, Clara da Rocha",1200,bella47@example.com,+55 (071) 6805 8443,"Campo Fogaça, 52, Santos de Rocha - PA",SIM,SIM,29.835.174/0001-56,pj,-4.108181023308444,0.3147403290131694
583,1068,7934.11,,,,,,,Caldeira,630637.54,32.53192,414.0,SERVICOS,Ana Lívia Cardoso,820,aliciamendes@example.com,+55 (021) 8847-0683,"Loteamento de Jesus, 1, Moreira do Amparo - MS",NAO,NAO,12.453.068/0001-05,pj,-8.163348093953259,0.1759930989540386
584,1069,62.79,,,,,,,Oliveira S.A.,2804810.05,107.47079,190.0,TECNOLOGIA,"Joana Sousa, Maria Júlia Novais",1722,lsilva@example.net,(051) 7534-5076,"Quadra Ravi Lucca Cirino, 2, Camargo de das Neves - AC",SIM,SIM,59.486.302/0001-64,pj,-5.842252480347228,0.24871601854160363
585,1070,3063.66,,,,,,,Cirino Ltda.,3443321.26,47.85688,400.0,SERVICOS,"Otto da Paz, Enzo Gabriel Azevedo",379,cavalcantialexandre@example.org,+55 (031) 6635-8708,"Esplanada Allana Ribeiro, 32, Campos - PE",NAO,NAO,51.470.923/0001-48,pj,1.6723572700758262,0.5777182688026415
586,1071,525.7,,,,,,,Almeida S/A,3289871.92,206.13485,384.0,TECNOLOGIA,"Helena Fonseca, Dr. João Vitor Camargo, Bryan Machado",1921,eda-cunha@example.org,51 5008 4082,"Rua Isis Gonçalves, 925, Ramos - GO",SIM,NAO,80.973.512/0001-73,pj,1.9561116221061665,0.5907317592944447
587,1076,48.64,,,,,,,Jesus,3667699.6,174.25673,457.0,TECNOLOGIA,"Maria Júlia Dias, Jade Costela, Bryan Ferreira, Thales Santos",1121,antonellateixeira@example.net,0800 056 4320,"Núcleo Luiza Teixeira, 31, Brito Paulista - SC",SIM,NAO,52.674.398/0001-45,pj,5.219304896180531,0.7277303025554146
588,1077,328.45,,,,,,,Cirino,4118787.61,70.93101,420.0,AGRONEGOCIO,"Bruno Souza, Zoe das Neves, Maya Cardoso, Ana Beatriz Macedo",1399,vasconcelosaylla@example.net,+55 84 0600-0703,"Loteamento Raul Barros, 6, Monteiro de Goiás - GO",NAO,NAO,32.457.016/0001-14,pj,2.9421042667899204,0.6348692032150673
589,1078,1553.34,,,,,,,Martins,4579025.9,400.57777,486.0,AGRONEGOCIO,Otávio da Mota,553,cirinoclarice@example.com,+55 84 9488 1821,"Avenida Nogueira, 17, Albuquerque - PA",NAO,NAO,96.285.413/0001-39,pj,5.958310091532767,0.754484398068765
590,1079,43.66,,,,,,,Silva,4569660.12,57.92181,318.0,AGRONEGOCIO,"Gael Henrique Fernandes, Srta. Júlia Azevedo, João Vitor Moraes, Clarice Rocha",707,elisa00@example.com,+55 31 1221-9320,"Lagoa de da Conceição, 65, Sá da Prata - PE",SIM,SIM,85.673.940/0001-02,pj,-2.5542012223895076,0.38115889743575704
591,1081,44.89,,,,,,,Mendes Câmara Ltda.,2187805.0,694.5293399999999,86.0,INDUSTRIA,"Otto Araújo, Gabriela da Rosa",1651,mirellacassiano@example.com,71 2879 9882,"Colônia da Luz, Pimenta Verde - AP",NAO,NAO,43.587.291/0001-79,pj,5.514767450567085,0.7386426737827811
592,1082,179.98,,,,,,,Abreu,1870004.08,5.32068,178.0,AGRONEGOCIO,"Natália Guerra, Sr. Asafe Sampaio",1143,garciaisis@example.org,+55 (021) 3935-5769,"Passarela de Pinto, 74, Mendes - PA",NAO,SIM,14.309.872/0001-40,pj,-5.365238793662963,0.2659236709064653
593,1083,207.21,,,,,,,Câmara Sousa e Filhos,3545674.16,4.5032,248.0,AGRONEGOCIO,"Noah Barbosa, Theo Nogueira, Maria Julia Moraes",1654,zrodrigues@example.com,31 0604-3520,"Jardim de Santos, Pimenta do Campo - TO",NAO,NAO,04.689.712/0001-10,pj,0.7329034048917933,0.5339548644219638
594,1085,24.16,,,,,,,Almeida Ltda.,2953230.6,471.13041,184.0,AGRONEGOCIO,"Srta. Jade Lima, Yasmin Jesus",1064,luara37@example.net,(011) 6736 1366,"Setor de da Luz, 770, da Paz do Campo - AL",SIM,SIM,95.738.126/0001-74,pj,-1.3494441970606257,0.4360635279111709
595,1086,691.62,,,,,,,Gomes,3357162.63,53.15834,83.0,TECNOLOGIA,"Lorenzo Ramos, Emanuel Silva, Mariah Sousa, Thales da Costa",590,lsilva@example.org,+55 (031) 7616 1830,"Rodovia de Mendes, Nascimento de Pastor - SP",NAO,SIM,65.270.394/0001-43,pj,-5.139121267066889,0.274340894515245
596,1087,1110.68,,,,,,,Pacheco,2886395.51,261.77297,245.0,SERVICOS,"Dr. Arthur Oliveira, Dra. Maria Luísa Dias, Sr. Henry Barros",1217,dramos@example.org,+55 31 3061 8760,"Distrito de Macedo, Pires - RS",NAO,NAO,13.287.409/0001-82,pj,3.391179744600185,0.6542913599654109
597,1088,538.0,,,,,,,Moraes,3690038.62,71.50757,291.0,VAREJO,"Apollo Nogueira, João Miguel Leão",744,teixeiravinicius@example.net,+55 (084) 8506 3663,"Chácara Cardoso, 97, Andrade - PA",NAO,SIM,21.956.830/0001-67,pj,-2.825258266040418,0.3691622711001868
598,1089,134.98,,,,,,,da Rosa S.A.,3570331.05,106.72091,346.0,TECNOLOGIA,Clarice Martins,162,gda-cunha@example.net,+55 21 9740 0919,"Rodovia Cunha, 74, Abreu da Mata - RN",SIM,NAO,82.197.456/0001-58,pj,6.2989291314030815,0.7662020713069786
599,1093,1648.06,,,,,,,Sampaio S/A,458788.17,226.78192,226.0,TECNOLOGIA,"Julia Fonseca, Henrique Garcia, Srta. Lara Leão",1913,diogocorreia@example.org,+55 (081) 8859 8246,"Viela Araújo, Machado do Campo - GO",NAO,SIM,43.927.180/0001-64,pj,-8.010859783399676,0.180207581117953
600,1096,19.27,,,,,,,Andrade e Filhos,4012788.17,14.685709999999998,166.0,TECNOLOGIA,"Evelyn Silveira, Pietra Nogueira",1240,sophia33@example.org,+55 81 4440-5338,"Rodovia José Cavalcante, 50, Sá - RO",NAO,SIM,80.519.632/0001-03,pj,-5.354384330978924,0.26632394339291443
601,1098,479.9,,,,,,,Porto e Filhos,1893227.91,56.04979,90.0,INDUSTRIA,"Ana Luiza da Mota, Ana Lívia Rios",1171,anascimento@example.net,+55 (061) 3244-7133,"Quadra Sophia Brito, 982, Machado - CE",NAO,NAO,19.826.435/0001-18,pj,1.2673764198985165,0.5589609964020436
602,1102,17.08,,,,,,,Jesus,447528.54,111.64339,29.0,INDUSTRIA,"Maria Liz Nunes, Henry Novais, Vinícius Borges, Carolina da Paz",469,isabellyrios@example.org,+55 (084) 5555-3338,"Recanto Vieira, 798, Monteiro - AL",SIM,NAO,43.975.206/0001-40,pj,3.9253581701436433,0.6767374080386763
603,1103,141.7,,,,,,,da Rosa,2763096.62,74.92608,31.0,INDUSTRIA,"Dra. Bruna Souza, Luiz Fernando Monteiro, Luna Machado, Henry Gabriel Mendonça",645,luiz-felipemendonca@example.net,+55 11 2320 9410,"Fazenda Viana, 5, Andrade - MA",SIM,SIM,60.741.285/0001-43,pj,-4.023399999960158,0.31820313170329145
604,1104,3931.25,,,,,,,Pereira,4538427.95,518.33917,151.0,AGRONEGOCIO,"Lorena da Rosa, Danilo Pastor, Srta. Valentina Freitas",326,larissa18@example.org,+55 (061) 1795-8157,"Lagoa Liam da Cruz, 63, Rezende do Amparo - GO",NAO,NAO,89.342.705/0001-09,pj,0.7818700042872777,0.536254897084489
605,1105,109.95,,,,,,,Souza,2403108.26,50.19388,474.0,TECNOLOGIA,Levi Cassiano,1860,zrios@example.com,0900 465 6729,"Feira de Andrade, Aparecida dos Dourados - PE",NAO,SIM,92.871.650/0001-20,pj,-4.655901550240014,0.29287349723851724
606,1107,247.18,,,,,,,Costela,3019431.18,113.31364,358.0,TECNOLOGIA,"Sabrina da Mota, Elisa Rios",1144,helenada-mota@example.net,51 0068 2863,"Aeroporto Guerra, 70, Pinto - PB",NAO,SIM,80.321.695/0001-42,pj,-3.370337611505139,0.34553309991404735
607,1109,106.43,,,,,,,Aragão - EI,4317887.05,92.44289,110.0,VAREJO,"Noah da Costa, Dra. Anna Liz Gomes, Mathias Rodrigues, Lucas Dias",552,leandrogarcia@example.net,84 8535 4388,"Lagoa Caldeira, 7, Câmara Verde - RS",NAO,SIM,65.381.947/0001-35,pj,-2.708386630987146,0.37431601798876446
608,1110,1252.59,,,,,,,Costa Machado Ltda.,1392348.56,116.05773,435.0,AGRONEGOCIO,"Dr. Antônio Martins, Benjamin da Costa, Paulo Mendonça",1562,pbarbosa@example.com,+55 84 8139 4869,"Residencial Andrade, 85, Brito do Amparo - AM",SIM,NAO,04.513.287/0001-04,pj,1.3144847676725393,0.5611526239590422
609,1115,1068.86,,,,,,,Costa,1227657.28,20.39334,68.0,SERVICOS,"Dra. Ana Luiza Albuquerque, Maria Júlia das Neves, Nathan Caldeira, Dr. Luiz Fernando Silva",1766,castrobenicio@example.org,41 8136-9526,"Fazenda Davi Miguel Pires, 68, Ribeiro - MA",NAO,NAO,12.867.534/0001-07,pj,-1.0850015917197275,0.44837898359139317
610,1116,6875.9,,,,,,,Borges Fogaça Ltda.,812216.19,64.85887,339.0,VAREJO,"Pietro Souza, Augusto Montenegro, Aurora Andrade",941,ravymacedo@example.org,+55 (061) 5789 5418,"Via Hellena Rocha, 19, Cavalcanti dos Dourados - PB",NAO,NAO,15.760.239/0001-37,pj,-7.308066016074504,0.20064910511473275
611,1118,522.99,,,,,,,Santos,2039458.36,579.62041,294.0,VAREJO,"Heloísa Cunha, Bryan Barros, Kamilly da Mata",1583,maria-claracassiano@example.org,+55 (081) 3197-5578,"Trecho de Dias, 566, Oliveira - DF",SIM,SIM,38.410.527/0001-67,pj,-1.2015265397620998,0.44294353438347156
612,1119,388.36,,,,,,,Cavalcanti,270687.03,8.2853,333.0,AGRONEGOCIO,"Sra. Sabrina Pinto, Bianca Teixeira",1100,leaofernanda@example.com,+55 (041) 3960-6931,"Setor de Sampaio, 260, Melo - RJ",NAO,NAO,54.160.832/0001-02,pj,2.5279378935149808,0.6165574584786051
613,1120,1317.06,,,,,,,da Paz - EI,3995015.81,11.90375,479.0,SERVICOS,"Maria Luísa da Rosa, Valentina Dias, Carlos Eduardo Pimenta",1919,gsampaio@example.org,(084) 7333-7429,"Colônia de Garcia, 8, Novais - PR",SIM,SIM,59.036.218/0001-49,pj,-6.007086748570532,0.2429459865848003
614,1121,323.16,,,,,,,Costela,1197863.51,50.91161,140.0,VAREJO,"Nina Martins, Isaque Vargas, Dr. Francisco Cavalcante",1299,gustavo-henrique11@example.org,(084) 7770 0002,"Vila Aragão, Moura da Mata - SE",NAO,NAO,37.152.894/0001-45,pj,1.8311829916511069,0.5850168203011988
615,1124,533.91,,,,,,,Mendonça Sales e Filhos,2900040.69,59.69557,73.0,AGRONEGOCIO,"Maria Isis Correia, Srta. Rebeca Dias, Dra. Ana Sophia Costa",1217,davida-conceicao@example.net,84 1035 4705,"Vila Martins, 83, Melo das Pedras - PI",NAO,SIM,30.721.496/0001-53,pj,-6.54699922356202,0.2246902080574059
616,1126,839.53,,,,,,,Aragão,2999199.5,391.85957,93.0,SERVICOS,"Sr. Mathias Castro, Maria Alice Azevedo, Maria Cassiano",47,xcampos@example.com,+55 11 4769 8866,"Distrito João Miguel Vasconcelos, 78, Pires - AL",SIM,NAO,76.541.980/0001-00,pj,6.84663145566753,0.7842155998152478
617,1130,9.53,,,,,,,Costa,1732138.14,171.88320000000002,381.0,INDUSTRIA,Ágatha Cassiano,34,mariane33@example.com,+55 61 1558-2995,"Jardim Machado, 54, Rezende da Serra - AC",NAO,NAO,85.067.412/0001-00,pj,8.103644792254887,0.8216768191036663
618,1133,128.75,,,,,,,Pinto,4972447.94,339.74587,245.0,INDUSTRIA,"Nicolas Novais, Luan Casa Grande, Srta. Heloisa Araújo, Kevin Mendes",1395,lpacheco@example.net,+55 (011) 0056-3798,"Alameda Rafael Rodrigues, 31, Teixeira - AP",SIM,NAO,58.260.194/0001-44,pj,4.546567856124213,0.7018479638253907
619,1135,64.94,,,,,,,Peixoto,2154581.07,26.027990000000003,458.0,AGRONEGOCIO,"Heitor Silveira, Dr. Gael Henrique Camargo, Esther Aparecida",874,cardosothomas@example.org,71 2340 2710,"Alameda Raul Correia, 11, Correia de Machado - SP",SIM,NAO,16.980.354/0001-80,pj,4.7440352261329926,0.7095909938357576
620,1140,978.07,,,,,,,Vasconcelos S/A,2970500.76,137.13105,195.0,VAREJO,"Sarah da Mota, Caleb Monteiro",332,tandrade@example.org,(071) 7356 1122,"Praia Gomes, 45, Mendonça - PB",NAO,NAO,65.721.348/0001-13,pj,4.279564781158912,0.6911921363303954
621,1141,262.36,,,,,,,Albuquerque,3871348.25,216.70141,103.0,SERVICOS,"Isabella Novaes, Vinícius Ferreira, Ana Julia Martins",1015,maria-juliacosta@example.com,+55 61 8009-8630,"Feira Nathan Costa, 189, da Paz de Pereira - RR",SIM,NAO,26.437.108/0001-30,pj,4.0645909690439,0.6824616769833439
622,1143,53.83,,,,,,,Santos - ME,1401839.77,101.80031,461.0,TECNOLOGIA,"Thales da Cunha, Maria Flor Oliveira, Antônio Sousa, Thomas Fonseca",1036,goncalvesjade@example.net,+55 (081) 0476-1016,"Alameda de Câmara, 132, Silva de Sampaio - RS",NAO,SIM,69.321.078/0001-04,pj,-2.077406746056396,0.4026091556042879
623,1145,88.79,,,,,,,da Costa,2681068.25,82.93317,147.0,AGRONEGOCIO,"Otávio Camargo, Dra. Maria Mendes",292,pfernandes@example.net,+55 (071) 6166 2631,"Alameda Albuquerque, 9, Moreira da Prata - AC",SIM,SIM,26.398.570/0001-75,pj,-2.5890544989224633,0.3796078371296152
624,1149,97.6,,,,,,,Pastor S/A,1504628.19,302.03607,29.0,VAREJO,"Nicole Jesus, Felipe Andrade",294,emanuel32@example.org,(011) 6906-6943,"Passarela Ramos, 3, Costa das Flores - SC",NAO,SIM,82.316.074/0001-04,pj,-1.0284670047359787,0.4510206408752305
625,1150,1080.36,,,,,,,Machado Mendes S/A,70850.66,296.9231,192.0,SERVICOS,"Lucca Caldeira, Sr. João Miguel da Rocha, Theodoro da Cunha",1790,zoe92@example.org,+55 (021) 8337-8443,"Travessa Natália Brito, 74, Melo - SP",SIM,NAO,48.053.269/0001-62,pj,1.8017764606885935,0.5836682067225255
626,1152,21.76,,,,,,,Machado,1145109.41,250.2819,297.0,INDUSTRIA,"Maria Eduarda Marques, Lorenzo da Mota",790,marquessophia@example.org,0800 717 4218,"Rodovia Maria Laura Correia, 46, Pastor Grande - BA",SIM,SIM,78.130.564/0001-36,pj,-0.9488648938800206,0.4547448118736575
627,1153,72.63,,,,,,,Macedo,305596.83,224.42667,278.0,AGRONEGOCIO,"Henry Vasconcelos, Maria Flor Novaes, Maria Liz Rezende, Maria Sophia Cavalcanti",401,nsiqueira@example.net,+55 (071) 5519 5476,"Favela de Brito, Nunes das Flores - BA",SIM,SIM,45.206.781/0001-03,pj,-0.8383362061248016,0.4599241958556916
628,1154,29.57,,,,,,,Brito - ME,740620.67,267.36628,23.0,TECNOLOGIA,"Alice Borges, Sr. Luiz Miguel Garcia, Cecília Pinto, Vitor Hugo Vargas",1276,stella04@example.net,+55 51 4968 8784,"Sítio de Campos, 22, Guerra - MS",NAO,NAO,12.468.970/0001-03,pj,2.3827913554254287,0.6100579018218572
629,1160,2524.54,,,,,,,Vasconcelos,511594.0,93.05629,99.0,AGRONEGOCIO,"Liam Andrade, Nina Fernandes, Vinícius Rocha",1053,natalia57@example.org,+55 61 6406-6272,"Área de Cardoso, 50, Peixoto - MS",NAO,NAO,30.167.489/0001-51,pj,-2.209322624701029,0.3966332243635195
630,1163,545.01,,,,,,,da Conceição,2024513.36,9.996709999999998,359.0,VAREJO,"Eloá Macedo, Raquel Costela, Maria Vitória Costa",1614,cunhaeloa@example.net,71 7903 1276,"Residencial de Aragão, Campos Verde - GO",SIM,SIM,54.362.109/0001-06,pj,-5.112805714308643,0.27533118584535754
631,1164,168.17,,,,,,,Pastor Aparecida e Filhos,3688684.16,368.4917,399.0,SERVICOS,"Sra. Alice Pastor, Dr. Luiz Gustavo Pires, Apollo Nascimento",275,raraujo@example.net,+55 21 5241-6737,"Chácara João Pinto, 259, Nogueira de Mendonça - MG",SIM,SIM,75.861.932/0001-28,pj,2.4842425255404157,0.6146050729944106
632,1168,83.41,,,,,,,da Conceição Ferreira e Filhos,542092.77,85.53533,125.0,INDUSTRIA,Rebeca Pimenta,417,da-conceicaothiago@example.com,(084) 0051 2820,"Residencial Jade da Cruz, 57, Monteiro dos Dourados - AC",SIM,NAO,45.970.831/0001-24,pj,4.448219049157425,0.6979475627932765
