id_cliente,valor_divida_mil,nome_completo,data_nascimento,idade,estado_civil,profissao,renda_mensal,razao_social,capital_social,faturamento_anual_mil,numero_funcionarios,ramo_atuacao_cliente,socios,tempo_inadimplencia_dias,email,telefone,endereco,possui_outras_dividas,possui_protestos,documento
2278,42.32,Amanda da Luz,1987-12-23,37.0,DIVORCIADO,Classificador contábil,8081.58,,,,,,,1938,leo16@example.org,+55 (021) 5012 5326,"Esplanada Nogueira, 58, Jesus de da Mata - TO",SIM,NAO,947.023.856-74
2279,437.93,,,,,,,Silveira,1539601.19,39.96354,470.0,AGRONEGOCIO,"Natália Martins, Marcos Vinicius Pastor",1480,joao-lucasfarias@example.net,+55 41 5760 8744,"Área Eduardo Martins, 8, Fonseca - RO",SIM,NAO,05.917.623/0001-47
2280,41.5,Alexia da Conceição,1967-09-10,58.0,DIVORCIADO,Lavador de veículos,2774.83,,,,,,,465,tcavalcanti@example.com,81 9493-9693,"Setor Ferreira, 659, Pastor - CE",SIM,NAO,705.294.861-30
2281,1224.57,,,,,,,Novaes Pinto Ltda.,1125442.42,131.52209,262.0,AGRONEGOCIO,"Miguel da Conceição, Dra. Alícia das Neves, Vitória Camargo",1356,isousa@example.net,+55 51 9103 7690,"Distrito Santos, 9, Mendonça dos Dourados - MS",SIM,NAO,90.153.846/0001-54
2282,42.8,,,,,,,Guerra Novaes S/A,4686903.54,10.30554,433.0,TECNOLOGIA,"Renan Moura, Heloísa Siqueira",1156,barbara57@example.net,(081) 3554-4680,"Trevo de da Rocha, 2, Cunha do Amparo - GO",NAO,SIM,86.321.074/0001-45
2283,96.86,Marcos Vinicius Fonseca,1952-09-06,73.0,VIUVO,Moldureiro,4216.72,,,,,,,1872,novaesbella@example.com,+55 (031) 7176 5736,"Pátio Macedo, 581, Carvalho das Flores - PR",NAO,NAO,375.948.621-55
2284,62.05,Augusto Lopes,1951-07-12,74.0,CASADO,Cancerologista ou Oncologista,3871.92,,,,,,,849,da-cunhamaria-cecilia@example.net,+55 (071) 2700-4149,"Viela Sousa, 19, Almeida de Minas - SE",SIM,SIM,307.928.156-02
2285,242.15,,,,,,,Ramos,4331142.85,39.445769999999996,86.0,SERVICOS,"André Pires, Arthur Miguel da Mota, Vitória Rezende",1028,monteiromarina@example.com,+55 (081) 5134-3306,"Trevo de Andrade, 29, Correia - PE",SIM,NAO,60.594.832/0001-05
2286,18.4,,,,,,,da Rosa,806868.05,44.26925,467.0,TECNOLOGIA,"Pietra da Rocha, Rafael Porto",1030,vieiramaria-fernanda@example.org,+55 (071) 2204-1707,"Distrito da Luz, 23, das Neves - PA",NAO,SIM,80.274.615/0001-45
2287,446.65,Larissa Barbosa,2002-06-27,23.0,VIUVO,Transportador,7270.19,,,,,,,1561,aparecidamarcelo@example.org,31 2057 7044,"Estrada Antônio Borges, 628, Marques - MA",SIM,SIM,670.845.231-62
2288,27.42,,,,,,,Cirino,2890048.07,23.52048,442.0,INDUSTRIA,Sra. Clarice Pacheco,198,arthur-gabriel47@example.org,(021) 1464-4002,"Rua Lima, Casa Grande - AC",NAO,SIM,31.204.796/0001-28
2289,1958.44,,,,,,,da Luz Lopes e Filhos,4993799.29,34.788940000000004,209.0,INDUSTRIA,"Bento Vieira, Dr. Rodrigo Peixoto, Theodoro Camargo, Sr. Vinícius Farias",1967,sousanina@example.com,11 9625-7079,"Residencial Isabela Sampaio, 58, Caldeira de Goiás - SE",NAO,NAO,28.576.013/0001-22
2290,695.41,Catarina Abreu,2001-09-03,24.0,VIUVO,Major,2011.57,,,,,,,778,sarada-cunha@example.com,+55 (021) 3820 8590,"Via Thomas Lopes, 14, Costa - RO",SIM,NAO,619.872.340-22
2291,1375.8,Dra. Eloah Andrade,2007-08-17,18.0,SOLTEIRO,Patologista oral,585.23,,,,,,,1987,fferreira@example.com,(071) 6319-2070,"Alameda Luara Nascimento, 18, Sampaio da Prata - AM",SIM,NAO,147.908.356-93
2292,470.27,Laura Duarte,1944-11-07,80.0,SOLTEIRO,Tecelão,2240.23,,,,,,,1528,maria-luiza81@example.net,61 6496-5672,"Setor de Câmara, 80, Oliveira - AC",SIM,NAO,687.014.259-94
2293,383.82,,,,,,,Moraes,3920691.47,76.92533999999999,401.0,TECNOLOGIA,José Miguel Martins,351,davirodrigues@example.com,+55 (031) 7140-8498,"Núcleo Maria Sophia Barbosa, 53, Mendonça - RN",NAO,SIM,59.612.478/0001-15
2294,36.56,,,,,,,Jesus,4180308.14,129.29760000000002,363.0,SERVICOS,"Ana Liz Câmara, Leandro Cunha",724,marinaaparecida@example.com,+55 21 5309 8735,"Rodovia de Borges, 28, Ramos - PE",NAO,NAO,69.705.318/0001-74
2295,1101.63,Luigi Gomes,1961-09-03,64.0,VIUVO,Fotógrafo,2185.27,,,,,,,33,isismarques@example.net,+55 (031) 6753-9182,"Vereda de Vargas, 142, Vieira - RJ",SIM,NAO,520.731.684-26
2296,5085.56,,,,,,,Martins S/A,3246335.49,21.39567,54.0,VAREJO,"Sr. Samuel da Mota, Marcos Vinicius Porto, Benjamin Rodrigues",1212,santoslavinia@example.org,61 4101 2123,"Praça Kevin Pimenta, 912, Cunha do Sul - CE",SIM,SIM,79.513.826/0001-04
2297,1159.45,Isabela Marques,1961-07-02,64.0,CASADO,Modelo,1374.47,,,,,,,1277,yago50@example.org,+55 84 3469 1464,"Rodovia Augusto Novaes, 4, Rezende - PB",SIM,SIM,384.102.679-69
2298,62.23,,,,,,,Castro - EI,2484743.05,253.03514,334.0,TECNOLOGIA,"Sr. Thomas da Rocha, Aylla Novais",472,ocamara@example.net,+55 84 5567-0176,"Setor Davi Lucca das Neves, Vieira - TO",NAO,NAO,94.120.685/0001-53
2299,371.5,Jade Leão,1995-05-04,30.0,DIVORCIADO,Guarda roupeiro,2492.25,,,,,,,780,pietroguerra@example.net,81 0768-3375,"Jardim das Neves, 43, Pereira de Goiás - PB",NAO,NAO,850.612.974-58
2300,99.21,,,,,,,Peixoto Brito - ME,1754194.18,66.07042,495.0,VAREJO,"Pietro Jesus, Srta. Isabela Rios",1889,erios@example.org,61 8114-8930,"Travessa Martins, Leão Grande - PR",NAO,SIM,18.473.029/0001-56
2301,232.03,Srta. Bella Rios,1971-01-06,54.0,CASADO,Eletricista de automóveis,647.91,,,,,,,381,gael-henriquealbuquerque@example.org,31 1615-6462,"Trevo Júlia Moreira, 346, Sá de da Mota - ES",SIM,SIM,239.864.017-50
2302,85.11,Maria Eduarda Vargas,1971-02-28,54.0,DIVORCIADO,Skatista,6583.93,,,,,,,67,vitor-hugopinto@example.com,+55 (021) 6050 0064,"Vale Diego Pacheco, 38, Albuquerque - RR",NAO,NAO,890.125.376-30
2303,141.68,,,,,,,Guerra - EI,4171954.62,28.52513,355.0,TECNOLOGIA,"Eduarda Câmara, Sr. Paulo Moura, Eduarda Novais",246,sfreitas@example.com,+55 (021) 8303 4113,"Favela Borges, Sampaio de Araújo - AL",SIM,SIM,75.910.632/0001-91
2304,64.26,,,,,,,Novais Rocha S/A,3613251.46,268.35715999999996,255.0,TECNOLOGIA,"Jade Alves, Fernando Cassiano, Olívia Sales",373,zcavalcanti@example.net,+55 71 4493-2492,"Morro de Rocha, 88, da Rosa - MT",SIM,NAO,48.027.163/0001-94
2305,100.68,,,,,,,Brito e Filhos,3569349.3,35.97775,347.0,VAREJO,"Clara Vieira, Daniel Macedo, Srta. Milena Pastor, Enzo Gabriel Ribeiro",119,joao-lucas39@example.org,(011) 8522 8987,"Residencial Diogo Jesus, 785, Lopes - PE",SIM,SIM,59.614.720/0001-90
2306,99.93,Rael Fernandes,1977-03-13,48.0,CASADO,Maestro,1830.4,,,,,,,1891,correiaester@example.com,+55 84 8753-0181,"Praça de Gonçalves, 199, Jesus - GO",NAO,SIM,149.058.762-49
2307,41.72,,,,,,,Pastor S/A,562132.11,169.78587,179.0,AGRONEGOCIO,Théo Moura,769,jbarbosa@example.org,0900 388 2858,"Vale Lima, 6, Cardoso de Siqueira - RO",SIM,SIM,39.108.572/0001-24
2308,2347.31,Mariane Pires,1949-10-28,75.0,SOLTEIRO,Luthier,2193.16,,,,,,,80,antonella74@example.net,+55 (041) 0545-2549,"Parque Otávio Cirino, 260, da Mata - MA",NAO,SIM,896.234.507-29
2309,66.0,Sr. Pedro Henrique Sá,1993-01-29,32.0,DIVORCIADO,Embalsamador,2530.97,,,,,,,1410,sara96@example.com,+55 51 4564 6727,"Lago Marcela Ferreira, 21, Sampaio - PI",SIM,SIM,813.926.570-59
2310,6043.28,Samuel Cavalcante,1984-10-23,40.0,SOLTEIRO,Médico geneticista,660.29,,,,,,,114,araujogabriel@example.net,+55 (084) 4887-0431,"Recanto Gabriela Cassiano, 4, Cassiano de Goiás - PR",NAO,NAO,620.738.159-95
2311,40.96,,,,,,,Carvalho S/A,3033736.64,81.97932,141.0,SERVICOS,"Thales Montenegro, Aurora Leão, Davi Luiz Casa Grande",461,sampaioana-sophia@example.com,+55 21 6251 6004,"Quadra de Costa, da Conceição do Oeste - SE",SIM,NAO,72.340.159/0001-66
2312,856.93,,,,,,,Vargas S.A.,4221081.73,185.00454000000002,50.0,AGRONEGOCIO,Sabrina da Rosa,504,emillypinto@example.org,+55 (071) 1081 4953,"Alameda Freitas, 623, Porto - PA",SIM,NAO,16.584.902/0001-52
2313,277.97,,,,,,,Novais,3148072.49,59.36964,429.0,TECNOLOGIA,"Caio Vasconcelos, Laís Moura, Dr. João Miguel Vasconcelos",289,barrosmaria-helena@example.com,+55 41 6402 7657,"Área Joana Vasconcelos, 96, Alves - MT",NAO,SIM,02.396.487/0001-07
2314,1045.81,,,,,,,Sales e Filhos,4652454.6,9.003020000000001,346.0,AGRONEGOCIO,"Mateus Pastor, Sophia Castro, Beatriz Barros, Isis Oliveira",262,maria-liz92@example.com,+55 (081) 1295 1726,"Chácara de Peixoto, Moraes - PE",NAO,SIM,83.549.207/0001-47
2315,27.99,,,,,,,Almeida,4250441.31,74.47321000000001,173.0,INDUSTRIA,"Letícia Silva, Sra. Eloah Albuquerque, Sr. Vinícius Cunha",1990,mjesus@example.com,+55 41 3051-9985,"Distrito de Moraes, Pacheco de Lopes - SE",SIM,SIM,89.504.731/0001-88
2316,63.5,,,,,,,Sousa e Filhos,2931907.96,66.74974,9.0,INDUSTRIA,"Carolina Albuquerque, Isaque Pacheco, Gael Henrique Câmara, Bento Porto",1093,vsales@example.com,31 0418-4409,"Viaduto Yuri Peixoto, 71, Alves de Moura - PE",SIM,NAO,28.351.096/0001-51
2317,40.75,Benjamin Pinto,1984-02-07,41.0,DIVORCIADO,Gari,6021.82,,,,,,,1466,arthurcavalcanti@example.net,(041) 2161-4603,"Avenida Dias, 1, Carvalho - PA",NAO,SIM,627.594.180-49
2318,1591.74,,,,,,,da Mata Pereira Ltda.,2176321.87,110.909,335.0,AGRONEGOCIO,"Sr. Otávio Moura, Larissa Rocha, Luiz Otávio Moraes, Ravi Alves",1755,pribeiro@example.net,61 3382-3136,"Campo da Paz, Pinto - DF",SIM,NAO,75.123.986/0001-96
2319,236.5,Sr. Diego Borges,1981-10-13,43.0,DIVORCIADO,Mestre-de-obras,7672.03,,,,,,,1963,ocampos@example.com,31 6836-0157,"Loteamento de Macedo, 9, da Costa - SP",SIM,NAO,943.562.870-29
2320,473.65,,,,,,,Carvalho,2374610.16,64.44176,198.0,INDUSTRIA,"Rafael Ramos, Davi Lucas Alves, Kaique Fernandes, Maria Fernanda Martins",1951,marcos-viniciussa@example.org,+55 (041) 9434-9231,"Residencial de Novaes, da Rocha - MT",SIM,SIM,28.649.375/0001-04
2321,30.66,,,,,,,Aragão,508814.01,66.24014,390.0,TECNOLOGIA,"Ana Clara Andrade, Ana Liz Nunes, Olivia Pastor",594,ana-carolina58@example.net,+55 84 3634-5405,"Ladeira Caldeira, 5, Farias - RN",SIM,SIM,68.754.201/0001-18
2322,152.92,Gabriela Freitas,1971-04-07,54.0,SOLTEIRO,Percursionista,5417.57,,,,,,,90,ayllabarros@example.net,(031) 5159 3211,"Alameda Martins, 522, Jesus - RJ",SIM,SIM,260.514.793-25
2323,55.85,Sarah Lima,1960-09-20,64.0,DIVORCIADO,Profissional de manutenção industrial,963.78,,,,,,,416,antony81@example.org,71 0345-9097,"Área Abreu, 70, Nunes Alegre - SE",NAO,NAO,341.680.725-17
2324,55.73,João Vitor Silva,2007-07-15,18.0,SOLTEIRO,Economista,5070.4,,,,,,,1413,nicoleda-rosa@example.net,+55 (084) 9262-5879,"Passarela Joana Cavalcanti, Monteiro Paulista - AM",SIM,SIM,976.341.582-91
2325,32.8,Enrico Monteiro,1985-06-13,40.0,SOLTEIRO,Médico legista,3036.48,,,,,,,1575,guerraalexandre@example.com,(031) 9044-1483,"Via Duarte, Sousa - MA",NAO,SIM,519.840.267-20
2326,485.44,,,,,,,Castro,1708991.35,56.41375,143.0,AGRONEGOCIO,"Erick Macedo, Sabrina Cunha, Ana Júlia Oliveira",1962,andradepedro-miguel@example.org,+55 (084) 3893 5569,"Estrada de Novais, 86, Cardoso - RJ",NAO,SIM,72.381.694/0001-65
2327,79.23,,,,,,,Abreu Marques - ME,2970208.83,425.33153999999996,213.0,TECNOLOGIA,Lucas Gabriel Araújo,836,pietraalmeida@example.com,(041) 9530-5419,"Passarela Bento Viana, 6, das Neves do Campo - MT",SIM,SIM,01.562.384/0001-07
2328,116.62,Gustavo Henrique Correia,1984-04-03,41.0,CASADO,Separador,7665.76,,,,,,,58,enzomelo@example.net,+55 61 7967 9298,"Condomínio Maria Julia Santos, Cassiano de Câmara - PI",NAO,NAO,357.406.982-00
2329,609.82,Benicio Duarte,1986-05-28,39.0,VIUVO,Assistente administrativo,1588.19,,,,,,,105,ocamara@example.com,51 7447 0517,"Viaduto de Pastor, 668, Rodrigues - AC",NAO,NAO,473.860.251-90
2330,244.32,Dom Siqueira,2004-08-25,21.0,SOLTEIRO,Fisiculturista,2632.07,,,,,,,1013,erodrigues@example.com,(011) 1034 6403,"Quadra Maria Luísa Cavalcanti, Ferreira de Sampaio - BA",NAO,SIM,134.029.587-32
2331,23.42,Nathan Araújo,1963-01-05,62.0,DIVORCIADO,Agente funerário,3950.03,,,,,,,186,vianabenicio@example.org,+55 (081) 8465 2431,"Travessa Heitor Almeida, 55, Barros de Cunha - BA",SIM,NAO,860.912.475-49
2332,225.99,Hadassa Lima,1992-11-23,32.0,DIVORCIADO,Policial civil,2321.15,,,,,,,143,gomesmilena@example.org,+55 11 6142-1802,"Praça Abreu, 51, Gomes dos Dourados - SP",NAO,SIM,502.197.864-02
2333,24.12,,,,,,,Nascimento,3519564.8,145.50589000000002,50.0,AGRONEGOCIO,"Sr. Caio Guerra, Pedro Henrique Vieira",1915,ayla00@example.com,+55 (041) 1762 4020,"Loteamento Cunha, Correia de Vieira - CE",NAO,SIM,04.629.785/0001-17
2334,75.61,Ayla Castro,1976-07-20,49.0,VIUVO,Engenheiro de produto ou produção,1391.19,,,,,,,512,tborges@example.org,+55 51 0187 1955,"Distrito de Farias, 38, Rezende de Minas - SC",NAO,NAO,609.518.324-33
2335,325.7,Sr. Marcelo Monteiro,1986-04-04,39.0,SOLTEIRO,Profissional de hotelaria,642.16,,,,,,,1710,piresdom@example.net,+55 (061) 2410 6695,"Trecho da Cunha, 543, Mendonça - CE",NAO,NAO,801.459.736-20
2336,154.68,,,,,,,Costela Carvalho - EI,2136672.89,18.80904,141.0,TECNOLOGIA,"Caroline Silva, Henry Gabriel Garcia",815,cavalcantepietro@example.net,+55 71 7658 8150,"Ladeira Brito, 38, Marques - RS",SIM,SIM,62.173.594/0001-90
2337,435.75,,,,,,,Almeida,4946507.37,45.38254,178.0,AGRONEGOCIO,"Cecilia Carvalho, Alice Jesus",1339,leandroaparecida@example.org,31 2348 4020,"Parque de Novais, 43, Montenegro Grande - PI",NAO,NAO,59.064.217/0001-08
2338,638.85,,,,,,,Alves Nogueira - ME,2459859.54,124.87685,193.0,AGRONEGOCIO,"Maria da Mota, Clara Oliveira, Luna Machado",941,asouza@example.com,(041) 8106-1635,"Loteamento da Costa, 968, Rocha do Oeste - RN",NAO,NAO,28.743.590/0001-61
2339,122.3,Bruna da Paz,1983-06-07,42.0,VIUVO,Agente de combate à endemias,10890.96,,,,,,,333,domcasa-grande@example.com,(061) 6086 2446,"Aeroporto Lucas Gabriel Gonçalves, 54, Barbosa - ES",NAO,SIM,074.321.598-23
2340,443.75,Pedro Lucas Gomes,1996-09-01,29.0,VIUVO,Consultor de moda,1659.77,,,,,,,1515,ravy07@example.com,+55 (021) 2712-1068,"Distrito de da Mata, 37, Correia do Norte - CE",SIM,NAO,321.075.968-59
2341,152.58,,,,,,,Fonseca Ltda.,1469250.71,37.130919999999996,394.0,VAREJO,"Brenda da Luz, Noah Marques, Dr. João Vitor Machado",1423,henrique29@example.org,84 4678 6854,"Rodovia Ravi Duarte, 71, Gomes - PI",SIM,SIM,76.398.145/0001-54
2342,93.34,Matteo da Cunha,1984-12-29,40.0,DIVORCIADO,Corretor de seguros,3739.41,,,,,,,790,sda-luz@example.com,(084) 6327 6924,"Lagoa Davi Borges, 99, Cavalcante de Silva - RN",NAO,SIM,106.289.374-31
2343,70.92,Benjamin Albuquerque,1990-10-19,34.0,DIVORCIADO,Desenhista,1166.14,,,,,,,1731,limaravi@example.org,0300-009-3458,"Sítio de Sales, 362, Souza - AL",NAO,NAO,254.193.607-99
2344,41.75,Benjamin Albuquerque,1945-09-28,79.0,CASADO,Designer de interiores,7454.18,,,,,,,818,rochaeduardo@example.com,84 9939 2422,"Viaduto Cecília Jesus, 63, Silva de Mendes - AC",NAO,SIM,306.184.529-15
2345,196.34,,,,,,,Oliveira Macedo Ltda.,3457621.3,1336.50719,336.0,TECNOLOGIA,"Ryan Nogueira, Gabrielly Almeida, Valentina Aragão",1935,sborges@example.net,(084) 3577-8899,"Lagoa de Cunha, 24, Moreira - ES",SIM,SIM,13.852.079/0001-20
2346,1393.04,Anna Liz Costela,1999-03-25,26.0,VIUVO,Controlador de vôo,2962.38,,,,,,,611,maria-flor34@example.com,0500 639 0043,"Avenida Nunes, 3, Costa - PB",NAO,NAO,967.024.835-38
2347,180.91,Maria Isis da Cunha,1954-04-27,71.0,VIUVO,Jogador de basquete,4009.34,,,,,,,1528,ana-laurarodrigues@example.com,(031) 4244-1603,"Fazenda de Gonçalves, 91, Rodrigues Paulista - RR",NAO,SIM,946.305.287-92
2348,142.36,,,,,,,Rocha Montenegro e Filhos,1976907.86,106.34261000000001,435.0,INDUSTRIA,"Caroline Moura, Dr. Leandro Gonçalves, Mariah Costela, Rafaela Sampaio",668,bryan68@example.com,(071) 0934 1670,"Campo de Machado, Andrade - MS",NAO,NAO,14.087.259/0001-26
2349,183.13,,,,,,,das Neves,619739.56,188.645,203.0,TECNOLOGIA,"Bryan Montenegro, Bruno Novais",1953,mramos@example.com,+55 (011) 5108 9325,"Largo de Novais, Araújo Grande - RN",NAO,SIM,36.207.954/0001-17
2350,256.94,Marcos Vinicius Castro,1995-03-28,30.0,CASADO,Mágico,1086.49,,,,,,,582,davi-luccanascimento@example.com,+55 (031) 2071-6273,"Vale Marcelo Rezende, Ferreira Grande - PE",NAO,SIM,938.576.102-12
2351,417.22,Valentim Sá,1993-08-01,32.0,VIUVO,Major,1075.58,,,,,,,1852,aliciacastro@example.org,31 9705-6939,"Ladeira Nunes, 64, Novaes - AM",SIM,NAO,318.569.047-84
2352,236.15,,,,,,,Martins Lima S/A,4679017.82,417.05651,97.0,SERVICOS,"Sabrina Vieira, Cecília Melo, Sra. Cecilia Ribeiro, Lara Duarte",1039,yasminmarques@example.net,(041) 7427 7159,"Estrada Vargas, Araújo da Prata - MG",SIM,SIM,58.470.319/0001-60
2353,58.93,Beatriz Teixeira,1966-05-10,59.0,CASADO,Meeiro,2122.92,,,,,,,1651,gomesaylla@example.net,+55 (061) 6927-4576,"Loteamento Azevedo, 98, da Conceição do Sul - SE",SIM,NAO,876.124.509-76
2354,933.45,,,,,,,Silva,4346440.68,152.82014999999998,24.0,TECNOLOGIA,"Raul Rodrigues, Sra. Maria Silva, Evelyn da Paz, Sra. Maria Alice Rodrigues",1667,zoefernandes@example.com,+55 (071) 4052 6662,"Praia de Alves, 450, Rios do Campo - DF",SIM,SIM,98.701.342/0001-33
2355,42.63,,,,,,,Silveira,862019.32,7.77801,493.0,AGRONEGOCIO,Brayan Cavalcanti,434,vicentemonteiro@example.com,(081) 8579 9865,"Ladeira de Cassiano, 65, Rezende das Pedras - MT",NAO,SIM,56.240.198/0001-35
2356,13.61,Zoe Martins,2003-02-09,22.0,CASADO,Capataz,6093.41,,,,,,,1525,laura29@example.org,+55 21 6945-1734,"Trevo Rezende, 27, Moraes do Campo - GO",SIM,SIM,517.403.286-71
2357,114.21,Yago Martins,1949-03-12,76.0,CASADO,Terapeuta Holístico,5651.35,,,,,,,1309,da-conceicaoenrico@example.com,+55 (031) 4712-6751,"Praça Melissa Alves, 130, da Paz - RR",SIM,NAO,514.970.623-06
2358,259.67,Maria Eduarda da Mota,1989-10-21,35.0,SOLTEIRO,Eletricista,4772.27,,,,,,,1162,peixotodiego@example.net,+55 41 3170 0833,"Vale de Vieira, 41, Barbosa - SP",NAO,NAO,901.623.748-87
2359,134.2,Dra. Cecília Ribeiro,1954-12-06,70.0,SOLTEIRO,Homeopata,2893.79,,,,,,,1726,luizaandrade@example.com,+55 51 0145 5372,"Rua de Barros, 93, Machado de Novaes - AC",SIM,SIM,350.769.812-95
2360,4008.64,Arthur Camargo,1978-09-29,46.0,VIUVO,Mestre cervejeiro,4998.48,,,,,,,1373,isisda-conceicao@example.net,(071) 4056-9715,"Campo de Jesus, 996, Mendonça - RN",NAO,SIM,682.795.104-94
2361,1416.8,Diego Oliveira,1998-02-21,27.0,SOLTEIRO,Lubrificador de máquinas,3195.24,,,,,,,1392,yuri09@example.org,+55 21 1422-5423,"Estação de Pimenta, 62, Cunha de Mendonça - BA",SIM,NAO,756.834.210-71
2362,4489.84,Pedro Lucas Marques,1957-03-05,68.0,DIVORCIADO,Senador,2891.9,,,,,,,152,rodriguesravy@example.org,+55 (021) 2906 5964,"Rua Almeida, Porto de Araújo - SC",SIM,NAO,710.986.254-20
2363,5.61,,,,,,,Cunha,2263473.03,86.87176,128.0,TECNOLOGIA,"Olívia Vieira, Enzo Gabriel Freitas, Sr. Henrique Pires",1435,da-pazpietra@example.org,41 9159-3613,"Jardim de Cassiano, Rezende - SE",NAO,SIM,95.231.847/0001-93
2364,533.83,,,,,,,Pereira Sousa - EI,2938997.43,47.31035,466.0,VAREJO,"Sofia da Mota, Julia Moraes",1808,oliver74@example.net,51 2259 2301,"Pátio de Cavalcanti, 94, Correia - SE",NAO,NAO,02.589.163/0001-87
2365,527.54,Sra. Maria Vitória Melo,2006-03-16,19.0,CASADO,Encanador,1893.56,,,,,,,1127,luccafreitas@example.com,31 7965-2881,"Avenida de Silveira, 169, Siqueira de Borges - BA",NAO,NAO,570.142.839-79
2366,162.98,,,,,,,Sousa Azevedo - ME,4305505.6,261.34751,430.0,INDUSTRIA,"Lorena Martins, Sra. Larissa Barbosa, Maria Vitória Silveira",143,borgeslais@example.net,+55 31 5091-3252,"Recanto Rodrigues, 1, Caldeira de Sampaio - SE",NAO,NAO,26.495.087/0001-09
2367,403.97,,,,,,,Gonçalves Cunha Ltda.,1217210.01,443.57034000000004,105.0,SERVICOS,"Aurora Cavalcanti, Danilo da Conceição",1891,isisda-mota@example.org,+55 51 5960 5188,"Área de Almeida, 71, Viana - MS",NAO,NAO,72.483.965/0001-93
2368,119.02,,,,,,,Leão,711919.57,120.16736999999999,55.0,SERVICOS,"Ana Caldeira, Vinicius Freitas, Isabela Vargas, Lorenzo Vargas",1681,xcosta@example.com,+55 71 1975-1657,"Feira Isaque Lima, 106, Albuquerque - TO",SIM,SIM,84.269.513/0001-92
2369,31.69,Sra. Stella Jesus,1946-09-12,79.0,SOLTEIRO,Neurocirurgião,1613.95,,,,,,,165,vitor-hugo82@example.com,(031) 5648 1004,"Residencial Gustavo Henrique Alves, 53, Pacheco do Oeste - CE",SIM,NAO,258.160.974-58
2370,48.81,,,,,,,Silva,2050559.36,10.914459999999998,420.0,SERVICOS,"Bella Cirino, Davi Lucca Jesus, Luana Pinto, Dra. Lívia da Rosa",416,anna-lizcasa-grande@example.net,+55 51 8104 0745,"Distrito Bella Souza, 85, Moreira de Porto - MG",SIM,NAO,91.527.604/0001-46
2371,25.61,Srta. Jade Cirino,1967-06-08,58.0,DIVORCIADO,Sargento,2418.16,,,,,,,1705,da-cruzisabela@example.com,11 5316 3788,"Distrito Macedo, 18, Rodrigues - PA",SIM,NAO,129.354.780-88
2372,173.96,,,,,,,Macedo,3643601.86,1226.04146,362.0,AGRONEGOCIO,"Cauã Silva, Maitê Jesus, Ester Nunes",1765,oalves@example.net,(051) 8671 9318,"Conjunto de Brito, da Mata de Minas - AM",SIM,SIM,15.497.062/0001-28
2373,508.85,Bruno da Mata,1974-12-04,50.0,DIVORCIADO,Xilógrafo,1922.84,,,,,,,279,gabrielly56@example.org,+55 (071) 1046-7636,"Rodovia Sampaio, 52, Peixoto do Campo - AC",NAO,SIM,914.765.823-19
2374,74.46,Olivia Macedo,1998-10-06,26.0,SOLTEIRO,Engraxate,1869.59,,,,,,,749,correiafernando@example.com,+55 61 5990 5005,"Área Raquel Pereira, 233, Rezende do Oeste - AP",NAO,SIM,194.053.278-79
2375,1825.08,,,,,,,Casa Grande e Filhos,1959216.49,14.09734,359.0,TECNOLOGIA,"Cecilia Sousa, Pietro Camargo",1514,ayllalima@example.com,(041) 4360-6605,"Área de Mendes, Correia - PA",NAO,SIM,51.397.486/0001-84
2376,556.73,,,,,,,Carvalho e Filhos,4420982.85,12.0878,78.0,SERVICOS,"João Felipe Cunha, Catarina Pereira, Lívia da Cunha, Isaac da Luz",1350,das-neveseloa@example.org,81 9078 0928,"Largo Teixeira, 67, Siqueira das Flores - AL",NAO,NAO,25.713.864/0001-81
2377,190.75,Lara Rios,1992-05-01,33.0,DIVORCIADO,Protético dentário,579.52,,,,,,,1474,apolloda-rosa@example.org,0500-571-0076,"Conjunto Pimenta, 1, Pacheco - PA",SIM,NAO,258.036.941-42
2378,220.59,Alícia Macedo,1944-09-12,81.0,VIUVO,Bóia-fria,2308.45,,,,,,,1115,dduarte@example.org,+55 (061) 6654 4837,"Setor Isabelly Fernandes, Camargo das Pedras - DF",NAO,SIM,508.297.136-03
2379,28.86,,,,,,,Melo Marques S.A.,110396.12,120.91625,61.0,AGRONEGOCIO,Calebe Rezende,1149,lorenzofonseca@example.org,+55 51 1358 9447,"Via Pedro Lucas Mendonça, 69, Leão - MT",SIM,NAO,43.879.605/0001-07
2380,91.21,,,,,,,Azevedo,4969042.04,42.98652,460.0,INDUSTRIA,"Srta. Maria Helena Costa, Sra. Antonella Nunes, Dr. Yuri Araújo",1986,arthurguerra@example.com,+55 (041) 7901-1484,"Feira Theodoro Cavalcante, Carvalho - PA",NAO,SIM,78.340.691/0001-60
2381,1700.99,Ana Liz Brito,1987-11-12,37.0,CASADO,Panificador/Padeiro,4693.0,,,,,,,1020,pachecomaria-liz@example.net,(084) 6616 7335,"Praia de Pastor, 21, Cavalcante - MG",NAO,NAO,429.306.871-69
2382,494.46,Dra. Marina Abreu,1964-09-28,60.0,VIUVO,Juiz de futebol,1513.34,,,,,,,684,amandacarvalho@example.net,+55 51 1171 0374,"Praia Ribeiro, 88, Pacheco - RR",SIM,NAO,416.085.932-15
2383,8.73,,,,,,,Macedo - EI,3172523.93,27.60823,348.0,TECNOLOGIA,Marina Marques,1359,cirinoisabel@example.org,(011) 7837-7910,"Estrada de da Paz, 47, Rocha - SP",NAO,NAO,30.762.145/0001-90
